Вид,Промокод,Операция,Тип,Категория,Дата и время заказа,Месяц,Закупочная стоимость,Скидка в ден. ед.,Скидка в процентах,Сумма,Итоговая сумма
Товар,,Доход,Наличные,Продажа шампуня и кондиционера,27.02.2021,2,500,0,,1000,
Товар,,Расход,Безнал,Закупка резинок,27.02.2021,2,250,0,,500,
Товар,,Расход,Безнал,Прочие расходы,27.02.2021,2,150,0,,300,
Услуга,,Доход,Безнал,Стрижка старшего мастера,27.02.2021,2,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,27.02.2021,2,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,27.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка старшего мастера,28.02.2021,2,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,28.02.2021,2,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,28.02.2021,2,0,0,,5500,5500
Товар,42gbcz1256997,Доход,Безнал,Продажа геля,28.02.2021,2,150,45,"0,15",300,
Услуга,42gbcz1476043,Доход,Безнал,Обычная стрижка,28.02.2021,2,0,525,"0,15",3500,2975
Услуга,42gbcz3134310,Доход,Безнал,Стрижка и укладка,28.02.2021,2,0,2250,"0,5",4500,2250
Услуга,,Доход,Безнал,Обычная стрижка,28.02.2021,2,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка старшего мастера,28.02.2021,2,0,0,,5500,5500
Товар,,Расход,Безнал,Прочие расходы,28.02.2021,2,150,0,,300,
Услуга,42gbcz1500454,Доход,Наличные,Стрижка старшего мастера,28.02.2021,2,0,825,"0,15",5500,4675
Услуга,,Доход,Наличные,Обычная стрижка,28.02.2021,2,0,0,,3500,3500
Товар,42gbcz1953119,Доход,Наличные,Продажа шампуня и кондиционера,28.02.2021,2,500,150,"0,15",1000,
Услуга,,Доход,Безнал,Стрижка старшего мастера,28.02.2021,2,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,28.02.2021,2,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка и укладка,28.02.2021,2,0,0,,4500,4500
Товар,,Расход,Безнал,Закупка резинок,28.02.2021,2,250,0,,500,
Услуга,,Доход,Безнал,Обычная стрижка,28.02.2021,2,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,28.02.2021,2,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,28.02.2021,2,500,0,,1000,
Услуга,,Доход,Безнал,Стрижка и укладка,28.02.2021,2,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,28.02.2021,2,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,28.02.2021,2,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка полотенец,28.02.2021,2,500,,,1000,
Услуга,,Доход,Безнал,Обычная стрижка,28.02.2021,2,0,0,,3500,3500
Услуга,42gbcz3835356,Доход,Безнал,Стрижка и укладка,28.02.2021,2,0,2250,"0,5",4500,2250
Товар,,Расход,Безнал,Прочие расходы,28.02.2021,2,150,0,,300,
Услуга,,Доход,Безнал,Обычная стрижка,28.02.2021,2,0,0,,3500,3500
Услуга,,Доход,Наличные,Обычная стрижка,28.02.2021,2,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,01.01.2021,1,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,01.01.2021,1,0,0,,3500,3500
Товар,,Доход,Наличные,Продажа шампуня,01.01.2021,1,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка и укладка,01.01.2021,1,0,0,,4500,4500
Услуга,42gbcz3674916,Доход,Безнал,Стрижка старшего мастера,01.01.2021,1,0,825,"0,15",5500,4675
Товар,,Доход,Безнал,Продажа шампуня,01.01.2021,1,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка старшего мастера,01.01.2021,1,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,01.01.2021,1,500,0,,1000,1000
Услуга,42gbcz1055518,Доход,Безнал,Стрижка старшего мастера,01.01.2021,1,0,825,"0,15",5500,4675
Услуга,,Доход,Безнал,Стрижка и укладка,01.01.2021,1,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,01.01.2021,1,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,01.01.2021,1,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,01.01.2021,1,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,01.01.2021,1,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,01.01.2021,1,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,01.01.2021,1,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,01.01.2021,1,0,0,,5500,5500
Услуга,,Расход,Безнал,Рекламный бюджет,01.01.2021,1,0,0,,50000,50000
Услуга,,Доход,Безнал,Обычная стрижка,01.01.2021,1,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,01.01.2021,1,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,01.01.2021,1,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка старшего мастера,01.01.2021,1,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,01.01.2021,1,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка и укладка,01.01.2021,1,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,01.01.2021,1,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,01.01.2021,1,0,0,,5500,5500
Услуга,42gbcz2972594,Доход,Безнал,Обычная стрижка,01.01.2021,1,0,525,"0,15",3500,2975
Услуга,,Доход,Безнал,Стрижка старшего мастера,01.01.2021,1,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа геля,02.01.2021,1,150,0,,300,300
Услуга,42gbcz2656723,Доход,Безнал,Стрижка и укладка,02.01.2021,1,0,675,"0,15",4500,3825
Товар,,Расход,Безнал,Прочие расходы,02.01.2021,1,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка старшего мастера,02.01.2021,1,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,02.01.2021,1,0,0,,3500,3500
Услуга,42gbcz252360,Доход,Наличные,Обычная стрижка,02.01.2021,1,0,525,"0,15",3500,2975
Товар,,Расход,Безнал,Прочие расходы,02.01.2021,1,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,02.01.2021,1,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,02.01.2021,1,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,02.01.2021,1,0,0,,4500,4500
Услуга,42gbcz3638299,Доход,Безнал,Стрижка и укладка,02.01.2021,1,0,675,"0,15",4500,3825
Услуга,,Доход,Безнал,Обычная стрижка,02.01.2021,1,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка и укладка,02.01.2021,1,0,0,,4500,4500
Услуга,,Доход,Наличные,Обычная стрижка,02.01.2021,1,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,02.01.2021,1,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,02.01.2021,1,0,0,,4500,4500
Услуга,,Доход,Наличные,Обычная стрижка,02.01.2021,1,0,0,,3500,3500
Товар,,Доход,Наличные,Продажа геля,02.01.2021,1,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,02.01.2021,1,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка полотенец,02.01.2021,1,500,0,,1000,1000
Товар,,Доход,Наличные,Продажа геля,02.01.2021,1,150,0,,300,300
Товар,,Расход,Безнал,Прочие расходы,02.01.2021,1,150,,,300,300
Услуга,,Доход,Наличные,Обычная стрижка,02.01.2021,1,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,02.01.2021,1,500,0,,1000,1000
Товар,,Расход,Безнал,Прочие расходы,02.01.2021,1,150,,,300,300
Товар,42gbcz749732,Доход,Безнал,Продажа шампуня и кондиционера,02.01.2021,1,500,150,"0,15",1000,850
Товар,,Расход,Безнал,Закупка резинок,02.01.2021,1,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка старшего мастера,02.01.2021,1,0,0,,5500,5500
Услуга,42gbcz1983291,Доход,Безнал,Стрижка старшего мастера,03.01.2021,1,0,825,"0,15",5500,4675
Услуга,,Доход,Безнал,Стрижка старшего мастера,03.01.2021,1,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа геля,03.01.2021,1,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,03.01.2021,1,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка старшего мастера,03.01.2021,1,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,03.01.2021,1,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,03.01.2021,1,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,03.01.2021,1,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,03.01.2021,1,0,0,,4500,4500
Услуга,,Доход,Наличные,Обычная стрижка,03.01.2021,1,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,03.01.2021,1,0,0,,5500,5500
Услуга,42gbcz2190807,Доход,Безнал,Стрижка старшего мастера,03.01.2021,1,0,825,"0,15",5500,4675
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,03.01.2021,1,500,0,,1000,1000
Услуга,,Доход,Наличные,Стрижка и укладка,03.01.2021,1,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,03.01.2021,1,0,0,,5500,5500
Товар,,Расход,Наличные,Закупка резинок,03.01.2021,1,250,,,500,500
Товар,,Расход,Безнал,Закупка полотенец,03.01.2021,1,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка старшего мастера,03.01.2021,1,0,0,,5500,5500
Товар,,Расход,Безнал,Прочие расходы,03.01.2021,1,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка старшего мастера,03.01.2021,1,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,03.01.2021,1,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,03.01.2021,1,0,0,,4500,4500
Услуга,42gbcz1063849,Доход,Безнал,Стрижка и укладка,03.01.2021,1,0,675,"0,15",4500,3825
Товар,,Расход,Безнал,Закупка полотенец,03.01.2021,1,500,0,,1000,1000
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,03.01.2021,1,500,0,,1000,1000
Товар,,Расход,Безнал,Закупка резинок,03.01.2021,1,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,03.01.2021,1,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка старшего мастера,03.01.2021,1,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,04.01.2021,1,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,04.01.2021,1,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,04.01.2021,1,0,0,,4500,4500
